,Unnamed: 0,Unnamed: 0.1,Name_lap,Url,Name_clean,Price,Summary,CPU,RAM,Hardware,Card,Screen,lap_top_id,First_label
241,241,241,[Mới 100% Full Box] Laptop Asus Vivobook A15 A515EP-BQ196T - Intel Core i7,moi-100-full-box-laptop-asus-vivobook-a15-a515ep-bq196t-intel-core-i7.html,asus vivobook a15 a515ep,20990000,Chip i7 đời 11 card rời Geforce MX330 2GB Bảo hành 24 tháng chính hãng Asus ,Intel Core i7 1165G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_241,văn_phòng mỏng nhẹ cấu_hình cao
242,242,242,[Mới 100% Full Box] Laptop Gaming  Asus TUF 15 FA506QM-HN005T - AMD Ryzen 7,moi-100-full-box-laptop-asus-tuf-15-fa506qm-hn005t-amd-ryzen-7.html,gaming  asus tuf 15 fa506qm,32990000,Chip Ryzen 7-5800H card rời RTX 3060 6GDDR6 Màn hình 144Hz bàn phím LED RGB ,AMD Ryzen 7 5800H,RAM 16GB DDR4,SSD 1TB NVMe,Card rời RTX 3060 6GDDR6,15.6 Inch Full HD 144Hz,laptop_242,gaming cấu_hình cao
243,243,243,[Mới 100% Full Box] Laptop Acer Swift 3 SF314-59-599U - Intel Core i5,moi-100-full-box-laptop-acer-swift-3-sf314-59-599u-intel-core-i5.html,acer swift 3 sf314,17990000,Chip i5 đời 11 màn hình Full HD Bảo hành 12 tháng chính hãng Acer ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_243,văn_phòng mỏng nhẹ
244,244,244,[Mới 100% Full Box] Laptop HP Probook 430 G8 2H0N5PA - Intel Core i3,moi-100-full-box-laptop-hp-probook-430-g8-2h0n5pa-intel-core-i3.html,hp probook 430 g8 2h0n5pa,13590000,Chip Intel đời 11 sẵn SSD Bảo hành 12 tháng chính hãng HP ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,13.3 Inch HD,laptop_244,văn_phòng nhỏ gọn
245,245,245,[Mới 100% Full Box] Laptop HP Probook 450 G8 2H0U4PA - Intel Core i3,moi-100-full-box-laptop-hp-probook-450-g8-2h0u4pa-intel-core-i3.html,hp probook 450 g8 2h0u4pa,13590000,Chip Intel đời 11 có sẵn win 10 bản quyền Bảo hành 12 tháng chính hãng HP ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,15.6 Inch HD,laptop_245,văn_phòng bền_bỉ
246,246,246,[Mới 100% Full Box] Laptop HP Probook 450 G8 2Z6K6PA - Intel Core i3,moi-100-full-box-laptop-hp-probook-450-g8-2z6k6pa-intel-core-i3.html,hp probook 450 g8 2z6k6pa,13290000,Chip Intel đời 11 sẵn SSD Bảo hành 12 tháng chính hãng HP ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,15.6 Inch HD,laptop_246,văn_phòng bền_bỉ
247,247,247,[Mới 100% Full Box] Laptop Dell  Vostro 3500 3500B - Intel Core i5,moi-100-full-box-laptop-dell-vostro-3500-3500b-intel-core-i5.html,dell  vostro 3500 3500b,17290000,Card rời Geforce MX330 2GB màn hình Full HD Bảo hành 12 tháng chính hãng Dell ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 256GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_247,văn_phòng cấu_hình tốt
248,248,248,[Mới 100% Full Box] Laptop Dell  Vostro 3500 V3500A - Intel Core i5,moi-100-full-box-laptop-dell-vostro-3500-3500a-intel-core-i5.html,dell  vostro 3500 v3500a,16690000,Card rời Geforce MX330 2GB màn hình Full HD Bảo hành 12 tháng chính hãng Dell ,Intel Core i5 1135G7,RAM 4GB DDR4,SSD 256GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_248,văn_phòng cấu_hình tốt
249,249,249,[Mới 100% Full Box] Laptop Dell Inspiron N3505 Y1N1T1 - AMD Ryzen 3,moi-100-full-box-laptop-dell-inspiron-n3505-y1n1t1-amd-ryzen-3.html,dell inspiron n3505 y1n1t1,11690000,RAM 8GB sẵn SSD màn hình Full HD Bảo hành 12 tháng chính hãng Dell ,AMD Ryzen 3 3250U,RAM 8GB DDR4,SSD 256GB NVMe,Card AMD Vega 3,15.6 Inch Full HD,laptop_249,văn_phòng giá rẻ
250,250,250,[Mới 100% Full Box] Laptop Dell Vostro 15 3500 7G3982 - Intel Core i7,moi-100-full-box-laptop-dell-vostro-15-3500-7g3982-intel-core-i7.html,dell vostro 15 3500 7g3982,21590000,Chip i7 đời 11 Card rời Geforce MX330 2GB Bảo hành 12 tháng chính hãng Dell ,Intel Core i7 1165G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_250,văn_phòng cấu_hình tốt
251,251,251,[Mới 100% Full Box] Laptop Dell Vostro 14 3400 YX51W2 - Intel Core i5,moi-100-full-box-laptop-dell-vostro-14-3400-yx51w2-intel-core-i5.html,dell vostro 14 3400 yx51w2,16590000,Card rời Geforce MX330 2GB Màn hình Full HD Bảo hành 12 tháng chính hãng Dell ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 256GB NVMe,Card rời Geforce MX330 2GB,14 Inch Full HD,laptop_251,văn_phòng cấu_hình tốt
252,252,252,[Mới 100% Full Box] Laptop Dell Vostro 14 3400 YX51W1 - Intel Core i5,moi-100-full-box-laptop-dell-vostro-14-3400-yx51w1-intel-core-i5.html,dell vostro 14 3400 yx51w1,15990000,Card rời Geforce MX330 2GB Màn hình Full HD Bảo hành 12 tháng chính hãng Dell ,Intel Core i5 1135G7,RAM 4GB DDR4,SSD 256GB NVMe,Card rời Geforce MX330 2GB,14 Inch Full HD,laptop_252,văn_phòng cấu_hình tốt
253,253,253,[Mới 100% Full Box] Laptop Acer Nitro 5 AN515-44-R9JM - AMD Ryzen 5,moi-100-full-box-laptop-acer-nitro-5-an515-44-r9jm-amd-ryzen-5.html,acer nitro 5 an515,19990000,Màn hình Full HD 144Hz Bảo hành chính hãng Acer Việt Nam ,AMD Ryzen 5 4600H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650 4GB,15.6 Inch Full HD 144Hz,laptop_253,gaming nitro 5 2020 cấu_hình mạnh_mẽ
254,254,254,[Mới 100% Full Box] Laptop Acer Nitro 5 AN515-55-72P6 - Intel Core i7,moi-100-full-box-laptop-acer-nitro-5-an515-55-72p6-intel-core-i7.html,acer nitro 5 an515,23990000,Màn hình Full HD 144Hz Bảo hành chính hãng Acer Việt Nam ,Intel Core i7 10750H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650 4GB,15.6 Inch Full HD 144Hz,laptop_254,gaming nitro 5 2020 cấu_hình mạnh_mẽ
255,255,255,[Mới 100% Full Box] Laptop MSI GP66 10UE-206VN - Intel Core i7,moi-100-full-box-laptop-msi-gp66-10ue-206vn-intel-core-i7.html,msi gp66 10ue,43990000,Card rời RTX 3060 6GDDR6 Màn hình 144Hz Bảo hành 24 tháng chính hãng MSI ,Intel Core i7 10870H,RAM 16GB DDR4,SSD 1TB NVMe,Card rời RTX 3060 6GDDR6,15.6 Inch Full HD 144Hz,laptop_255,gaming cao_cấp led rgb từng phím
256,256,256,[Mới 100% Full Box] Laptop MSI GS66 10UE-200VN - Intel Core i7,moi-100-full-box-laptop-msi-gs66-10ue-200vn-intel-core-i7.html,msi gs66 10ue,54990000,Chip i7 đời 10 Card rời RTX 3060 6GDDR6 Màn hình 300Hz 100% sRGB 300 nits ,Intel Core i7 10870H,RAM 16GB DDR4,SSD 2TB NVMe,Card rời RTX 3060 6GDDR6,15 Inch Full HD 300Hz 100%sRGB,laptop_256,gaming mỏng nhẹ led rgb từng phím
257,257,257,[Mới 100% Full Box] Laptop MSI GS66 10UG-073VN - Intel Core i7,moi-100-full-box-laptop-msi-gs66-10ug-073vn-intel-core-i7.html,msi gs66 10ug,60990000,Chip i7 đời 10 Card rời RTX 3070 MaxQ Màn hình 300Hz 100% sRGB 300 nits ,Intel Core i7 10870H,RAM 32GB DDR4,SSD 2TB NVMe,Card rời RTX 3070 MaxQ 8GDDR6,15 Inch Full HD 300Hz 100%sRGB,laptop_257,gaming mỏng nhẹ led rgb từng phím
258,258,258,[Mới 100% Full Box] Laptop MSI GE66 10UG-205VN - Intel Core i7,moi-100-full-box-laptop-msi-ge66-10ug-205vn-intel-core-i7.html,msi ge66 10ug,55990000,Chip i7 đời 10 Card rời RTX 3070 8GDDR6 Màn hình 300Hz 100% sRGB 300 nits ,Intel Core i7 10870H,RAM 16GB DDR4,SSD 2TB NVMe,Card rời RTX 3070 8GDDR6,15 Inch Full HD 300Hz 100%sRGB,laptop_258,gaming cao_cấp led rgb hầm_hố
259,259,259,[Mới 100% Full Box] Laptop Dell Vostro 3500 V5I3001W - Intel Core i3,moi-100-full-box-laptop-dell-vostro-3500-v5i3001w-intel-core-i3.html,dell vostro 3500 v5i3001w,12390000,Chip Intel đời 11 Màn hình FHD Bảo hành 12 tháng chính hãng ,Intel Core i3 1115G4,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,15.6 Inch Full HD,laptop_259,văn_phòng mỏng nhẹ
260,260,260,[Mới 100% Full Box] Laptop Dell Vostro 3400 70234073 - Intel Core i5,moi-100-full-box-laptop-dell-vostro-3400-70234073-intel-core-i5.html,dell vostro 3400 70234073,15490000,Chip Intel đời 11 Màn hình FHD Bảo hành 12 tháng chính hãng ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel® Iris® Xe Graphics,14 Inch Full HD,laptop_260,văn_phòng mỏng nhẹ
261,261,261,[Mới 100% Full Box] Laptop Dell Inspiron N3501 70234075 - Intel Core i7,moi-100-full-box-laptop-dell-inspiron-n3501-70234075-intel-core-i7.html,dell inspiron n3501 70234075,20990000,Chip i7 đời 11 card rời Geforce MX330 2GB Bảo hành 12 tháng chính hãng ,Intel Core i7 1165G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_261,văn_phòng cấu_hình tốt
262,262,262,[Mới 100% Full Box] Laptop Dell Inspiron N3501 70234074 - Intel Core i5,moi-100-full-box-laptop-dell-inspiron-n3501-70234074-intel-core-i5.html,dell inspiron n3501 70234074,17990000,Chip i5 đời 11 card rời Geforce MX330 2GB Bảo hành 12 tháng chính hãng ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_262,văn_phòng cấu_hình tốt
263,263,263,[Mới 100% Full Box] Laptop Dell Inspiron N3501B - Intel Core i5,moi-100-full-box-laptop-dell-inspiron-n3501b-intel-core-i5.html,dell inspiron n3501b,15990000,Chip Intel đời 11 Màn hình FHD Bảo hành 12 tháng chính hãng ,Intel Core i5 1135G7,RAM 4GB DDR4,SSD 512GB NVMe,Card Intel® Iris® Xe Graphics,15.6 Inch Full HD,laptop_263,văn_phòng mỏng nhẹ
264,264,264,[Mới 100% Full Box] Laptop Dell Inspiron N3501C - Intel Core i3,moi-100-full-box-laptop-dell-inspiron-n3501c-intel-core-i3.html,dell inspiron n3501c,11990000,Chip Intel đời 11 Màn hình FHD Bảo hành 12 tháng chính hãng ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel® UHD Graphics,15.6 Inch Full HD,laptop_264,văn_phòng mỏng nhẹ
265,265,265,[Mới 100% Full Box] Laptop Asus ROG ZEPHYRUS G14 GA401IV-HA108T - AMD Ryzen 9,moi-100-full-box-laptop-asus-rog-zephyrus-g14-ga401iv-ha108t-amd-ryzen-9.html,asus rog zephyrus g14 ga401iv,40990000,Chip R9 4900HS card RTX 2060 6GB Màn hình 2k - 100% sRGB ,AMD Ryzen 9 4900HS,RAM 16GB DDR4,SSD 1TB NVMe,Card rời RTX 2060 6GB,14 Inch 2K 100% sRGB,laptop_265,gaming nhỏ gọn cao_cấp
266,266,266,[Mới 100% Full Box] Laptop Asus ROG Strix SCAR 17 G733QS-HG021T - AMD Ryzen 9,moi-100-full-box-laptop-asus-rog-strix-scar-17-g733qs-hg021t-amd-ryzen-9.html,asus rog strix scar 17 g733qs,72990000,Chip Ryzen 9 đời 5 Card rời RTX 3080 16GDDR6 Màn hình 300Hz 100% sRGB 300 nits ,AMD Ryzen 9 5900X,RAM 32GB DDR4,SSD 1TB NVMe,Card rời RTX 3080 16GDDR6,17 Inch Full HD 300Hz - 100% sRGB,laptop_266,gaming cao_cấp led rgb hầm_hố
267,267,267,[Mới 100% Full Box] Laptop Asus ROG Strix SCAR 15 G533QR-HQ081T - AMD Ryzen 7,moi-100-full-box-laptop-asus-rog-strix-scar-15-g533qr-hq081t-amd-ryzen-7.html,asus rog strix scar 15 g533qr,55990000,Chip Ryzen 7 đời 5 Card rời RTX 3070 8GDDR6 Màn hình 165Hz 100% DCI-P3 300 nits ,AMD Ryzen 7 5800H,RAM 16GB DDR4,SSD 1TB NVMe,Card rời RTX 3070 8GDDR6,15.6 Inch Full HD 165Hz - DCI-P3 100%,laptop_267,gaming cao_cấp led rgb hầm_hố
268,268,268,[Mới 100% Full Box] Laptop Acer Aspire 5 A514-54-540F - Intel Core i5,moi-100-full-box-laptop-acer-aspire-5-a514-54-540f-intel-core-i5.html,acer aspire 5 a514,16490000,Chip i5 đời 11 màn hình Full HD IPS Bảo hành 12 tháng chính hãng Acer ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_268,văn_phòng thời_trang
269,269,269,[Mới 100% Full Box] Laptop Acer Aspire 3 A315-57G-524Z - Intel Core i5,moi-100-full-box-laptop-acer-aspire-3-a315-57g-524z-intel-core-i5.html,acer aspire 3 a315,15990000,Card rời GeForce MX330 2GB màn hình FHD IPS Bảo hành 12 tháng chính hãng Acer ,Intel Core i5 1035G1,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GeForce MX330 2GB,15.6 Inch Full HD,laptop_269,văn_phòng thời_trang cấu_hình tốt
270,270,270,[Mới 100% Full Box] Laptop Acer Aspire 3 A315-23-R1XZ - AMD Ryzen 3,moi-100-full-box-laptop-acer-aspire-3-a315-23-r1xz-amd-ryzen-3.html,acer aspire 3 a315,9990000,Chip ryzen đời 3 màn hình 15 6 inch FHD IPS Bảo hành 12 tháng chính hãng Acer ,AMD Ryzen 3 3250U,RAM 4GB DDR4,SSD 256GB NVMe,Card AMD Vega 3,15.6 Inch Full HD,laptop_270,văn_phòng mỏng nhẹ giá rẻ
271,271,271,[Mới 100% Full Box] Laptop Asus laptop X415JA-EK096T - Intel Core i3,moi-100-full-box-laptop-asus-laptop-x415ja-ek096t-intel-core-i3.html,asus x415ja,10290000, Chip Intel đời 10 màn hình 14 inch FHD  Bảo hành 24 tháng chính hãng Asus  ,Intel Core i3 1005G1,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel HD 620,14 Inch Full HD,laptop_271,văn_phòng mỏng nhẹ giá rẻ
272,272,272,[Mới 100% Full Box] Laptop HP Pavilion x360 14-dw1019TU 2H3N7PA - Intel Core i7,moi-100-full-box-laptop-hp-pavilion-x360-14-dw1019tu-2h3n7pa-intel-core-i7.html,hp pavilion x360 14,21290000,Chip i7 đời 11 màn hình 14 inch FHD cảm ứng Bảo hành 12 tháng chính hãng HP ,Intel Core i7 1165G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD Cảm ứng,laptop_272,2 trong 1 cấu_hình cao
273,273,273,[Mới 100% Full Box] Laptop Dell Vostro 3400 70235020- Intel Core i3,moi-100-full-box-laptop-dell-vostro-3400-70235020-intel-core-i3.html,dell vostro 3400 70235020,12490000,Chip Intel đời 11 màn hình Full HD Bảo hành 12 tháng chính hãng Dell ,Intel Core i3 1115G4,RAM 8GB DDR4,SSD 256GB NVMe,Intel® UHD Graphics,14 Inch Full HD,laptop_273,văn_phòng mỏng nhẹ giá rẻ
274,274,274,[Mới 100% Full Box] Laptop Asus Zenbook UX425EA-BM113T - Intel Core i7,moi-100-full-box-laptop-asus-zenbook-ux425ea-bm113t-intel-core-i7.html,asus zenbook ux425ea,27990000,Chip i7 đời 11 màn hình 100% sRGB Bảo hành 24 tháng chính hãng Asus ,Intel Core i7 1165G7,RAM 16GB LPDDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_274,văn_phòng mỏng nhẹ cao_cấp
275,275,275,[Mới 100% Full Box] Laptop Asus Vivobook A15 A515EP-BQ195T - Intel Core i5,moi-100-full-box-laptop-asus-vivobook-a15-a515ep-bq195t-intel-core-i5.html,asus vivobook a15 a515ep,18290000,Card rời Geforce MX330 2GB màn hình 15 6 inch FHD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_275,văn_phòng mỏng nhẹ cấu_hình cao
276,276,276,[Mới 100% Full Box] Laptop HP Pavilion x360 14-dw1018T - Intel Core i5,moi-100-full-box-laptop-hp-pavilion-x360-14-dw1018t-intel-core-i5.html,hp pavilion x360 14,18590000,Màn hình 14 inch Full HD cảm ứng Bảo hành 12 tháng chính hãng HP ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD cảm ứng,laptop_276,văn_phòng mỏng nhẹ sang_trọng
277,277,277,[Mới 100% Full Box] Laptop HP Pavilion x360 14-dw1016TU 2H3Q0PA - Intel Core i3,moi-100-full-box-laptop-hp-pavilion-x360-14-dw1016tu-2h3q0pa-intel-core-i3.html,hp pavilion x360 14,13790000,Màn hình 14 inch Full HD cảm ứng Bảo hành 12 tháng chính hãng HP ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD cảm ứng,laptop_277,văn_phòng mỏng nhẹ sang_trọng
278,278,278,[Mới 100% Full Box] Laptop Asus ROG Strix G17 G713QR-HG072T - AMD Ryzen 7,moi-100-full-box-laptop-asus-rog-strix-g17-g713qr-hg072t-amd-ryzen-7.html,asus rog strix g17 g713qr,48990000,Card rời RTX 3070 màn hình 17 inch 300Hz 100% sRGB Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 7 5800H,RAM 8GBx2 DDR4,SSD 1TB NVMe,Card rời RTX 3070 8GDDR6,17 Inch Full HD 300Hz - 100% sRGB,laptop_278,ganming cấu_hình khủng led rgb từng phím
279,279,279,[Mới 100% Full Box] Laptop Acer Swift 3 SF313-53-503A - Intel Core i5,moi-100-full-box-laptop-acer-swift-3-sf313-53-503a-intel-core-i5.html,acer swift 3 sf313,19390000,Chip i5 đời 11 màn hình 2K IPS Bảo hành 12 tháng chính hãng Acer ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,13.5 Inch 2K,laptop_279,văn_phòng nhỏ gọn sang_trọng
280,280,280,Laptop Gaming cũ Dell Inspiron 7567 - Intel Core i5,laptop-gaming-cu-dell-inspiron-7567-intel-core-i5/p3835.html,gaming cũ dell inspiron 7567,15900000,,Intel Core i5 - 7300HQ,8GB,SSD 240GB,Nvidia Geforce GTX 1050,15.6 Inch Full HD,laptop_280,
281,281,281,Laptop Dell Latitude E7470 - Intel Core i7,laptop-dell-latitude-e7470-intel-core-i7/p3840.html,dell latitude e7470,11600000, ,Intel Core i7 6600U,8GB DDR4,SSD 240GB,Card Intel HD Graphics 520,14 Inch HD,laptop_281,văn_phòng mỏng nhẹ
282,282,282,Laptop cũ Dell Latitude E7240 - Intel Core i7,laptop-cu-dell-latitude-e7240-core-i7-4600u-ram-4gb-ssd-128gb-intel-hd-graphics-4400-125-hd-bao-hanh-1-nam/p3774.html,cũ dell latitude e7240,7300000,,Intel Core i7 - 4600U,4GB DDR3L,SSD 120GB,Intel HD Graphics 4400,12.5 Inch HD,laptop_282,
283,283,283,[Mới 100% Full Box] Laptop Asus Vivobook S15 S533EA-BQ010T/BQ018T/BQ016T - Intel Core i5,moi-100-full-box-laptop-asus-vivobook-s15-s533ea-bq010tbq018tbq016t-intel-core-i5/p5935.html,asus vivobook s15 s533ea,10000000,,Other,Other,Other,Other,Other,laptop_283,other
284,284,284,[Mới 100% Full Box] Laptop Asus Vivobook S14 S433EA-EB100T/AM439T/EB101T - Intel Core i5,moi-100-full-box-laptop-asus-vivobook-s14-s433ea-eb100t-am439t-eb101t-intel-core-i5.html,asus vivobook s14 s433ea,10000000,,Other,Other,Other,Other,Other,laptop_284,other
285,285,285,[Mới 100% Full Box] Laptop Xiaomi Redmibook 16 - AMD Ryzen 7,moi-100-full-box-laptop-xiaomi-redmibook-16-amd-ryzen-7/p5746.html,xiaomi redmibook 16,18990000,1 Inch Full HD IPS 100% sRGB Chip Ryzen 7 đời 4 RAM 16GB Pin 46Wh ,AMD Ryzen 7 4700U,RAM 16GB DDR4,SSD 512GB,Card AMD Vega 7,16.1 Inch Full HD 100% sRGB,laptop_285,màn_hình 16
286,286,286,[Mới 100% Full Box] Laptop Xiaomi Redmibook 16 XMA2002- AN / AJ  - AMD Ryzen 5,moi-100-full-box-laptop-xiaomi-redmibook-16-amd-ryzen-5/p5745.html,xiaomi redmibook 16 xma2002,16490000,1 Inch Full HD IPS 100% sRGB Chip Ryzen 5 đời 4 RAM 8GB/16GB Pin 46Wh ,AMD Ryzen 5 4500U,RAM 8GB DDR4,SSD 512GB,Card AMD Vega 6,16.1 Inch Full HD 100% sRGB,laptop_286,màn_hình 16
287,287,287,Laptop Cũ Dell XPS 13 9370 - Intel Core i7,laptop-cu-dell-xps-13-9370-intel-core-i7/p5270.html,cũ dell xps 13 9370,10000000,,Other,Other,Other,Other,Other,laptop_287,other
288,288,288,[Mới 100% Full Box] Laptop HP 14s-cf0135TU 1V884PA - Intel Core i3,moi-100-full-box-laptop-hp-14s-cf0135tu-intel-core-i3/p5194.html,hp 14s,9690000,,Intel Core i3 8130U,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,14 Inch HD,laptop_288,ngoại_hình đẹp giá cực rẻ
289,289,289,[Mới 100% Full Box] Laptop HP Pavilion x360 14-dh1139TU - Intel Core i7,moi-100-full-box-laptop-hp-pavilion-x360-14-dh1139tu-intel-core-i7/p5076.html,hp pavilion x360 14,19690000, ,Intel Core i7 10510U,RAM 8GB,SSD 512GB,Intel UHD 620,14 Inch Full HD,laptop_289,2 trong 1 màn_hình cảm_ứng
290,290,290,[Mới 100% Full-Box] Laptop Asus Vivobook A512FA EJ1281T - Intel Core i5,moi-100-full-box-laptop-asus-vivobook-a512fa-ej1281t-intel-core-i5/p5051.html,asus vivobook a512fa ej1281t,15690000, ,Intel Core i5 10210U,RAM 8GB,SSD NVMe 512GB,Intel UHD 620,15.6 Inch Full HD,laptop_290,cao_cấp mỏng nhẹ bảo_hành 24 tháng
291,291,291,Laptop Cũ Dell XPS 13 9360 - Intel Core i7,laptop-dell-xps-13-9360-core-i7/p3819.html,cũ dell xps 13 9360,18800000,3 Inch phân giải 3K ,Intel Core i7 - 7500u,8GB DDR3,SSD 240 GB,Intel UHD Graphics 520,13.3 Inch Full HD,laptop_291,intel core i7 7500u ram 8gb ssd 240 gb màn_hình 13
292,292,292,Laptop cũ Lenovo Thinkpad T440 - Intel Core i5,laptop-cu-lenovo-thinkpad-t440-intel-core-i5/p3783.html,cũ lenovo thinkpad t440,7500000, Cấu hình ổn định màn 14 inch bàn phím gõ sướng  Phù hợp dân văn phòng công sở ,Intel Core i5-4200U,RAM 4GB DDR3,SSD 120GB,Card onboard Intel HD Graphics 4400,14 Inch HD,laptop_292,t440 siêu bền_bỉ trọng_lượng nhẹ
293,293,293,Laptop Gaming cũ Dell Inspiron 5577 - Intel Core i5,dell-inspiron-gaming-5577-intel-i5-7300hqram8ssd-hdd-1tb-nvidia-geforce-gtx-1050-4gb-ddr5fhd-ips156inch/p3773.html,gaming cũ dell inspiron 5577,15400000, Card rời GTX 1050 mạnh mẽ chiến mượt mọi game  Tản nhiệt mát mẻ ,Intel Core i5 - 7300HQ,8 GB,SSD 240GB,Nvidia Geforce GTX 1050,15.6 Inch Full HD,laptop_293,chơi game bền_bỉ chắc_chắn
294,294,294,Laptop cũ HP Folio 1040 G1 - Intel Core i5 ,hp-folio-1040-g1-core-i5-4300u-ram-4gb-ssd-128gb-intel-hd-graphics-4400-14-hd-bao-hanh-12-thang/p2496.html,cũ hp folio 1040 g1,7500000, Màn Full HD cấu hình khỏe mượt mà ,i5 - 4200U,4GB DDR3L,SSD 120GB,Card onboard Intel HD 4400,14 Inch HD+,laptop_294,thời_trang mỏng nhẹ
295,295,295,Laptop Cũ Dell Latitude E6410 - Intel Core i5,laptop-cu-dell-latitude-e6410-core-i5-540m-4gb-250gb-intel-hd-graphics-14-inch/p2315.html,cũ dell latitude e6410,3800000,Giá cực rẻ ,Intel Core i5 520M,RAM 4GB,SSD 120GB,Intel HD Graphics,14 Inch HD,laptop_295,siêu bền_bỉ ổn_định
296,296,296,[Mới 99%] Laptop Lenovo ThinkPad T14 Gen 1 20UD000HUS - AMD Ryzen 5,moi-99-laptop-lenovo-thinkpad-t14-gen-1-20ud000hus-amd-ryzen-5.html,lenovo thinkpad t14 gen 1 20ud000hus,22990000, Chip AMD R5 Pro 4650U 6 nhân 12 luồng mạnh mẽ đáp ứng tốt mọi nhu cầu từ cơ bản tới đồ họa gaming ,AMD Ryzen 5 Pro 4650U,RAM 8GB DDR4,SSD 256GB NVMe,Card AMD Radeon Vega 6,14 Inch Full HD,laptop_296,xách tay t14 bền_bỉ gõ siêu sướng
297,297,297,[Mới 99% Refurbished] Lenovo IdeaPad 3 15IIL05-81WE00EPUS - Intel Core i5,moi-99-refurbished-lenovo-ideapad-3-15iil05-81we00epus-intel-core-i5.html,lenovo ideapad 3 15iil05,13290000, Sẵn SSd NVMe màn hình 15 inch lớn đáp ứng mọi nhu cầu làm việc giải trí ,Intel Core i5 1035G4,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,15.6 Inch Full HD,laptop_297,xách tay thời_trang mỏng nhẹ cấu_hình cao chip i5 đời 10
298,298,298,[Mới 100% Full Box] Laptop Lenovo ThinkBook 14 G2 ITL 20VD009BVN - Intel Core i5,moi-100-full-box-laptop-lenovo-thinkbook-14-g2-itl-20vd009bvn-intel-core-i5.html,lenovo thinkbook 14 g2 itl 20vd009bvn,16290000, Bền bỉ chắc chắn ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_298,thinkbook chip đời 11 hiệu_năng đồ_họa mạnh_mẽ đáp_ứng mọi nhu_cầu thiết_kế đồ_họa 2d edit video chỉnh_sửa ảnh game nhẹ
299,299,299,[Mới 100% Full Box] Lenovo ThinkBook 14 G2 ITL 20VD004BVN - Intel Core i5,moi-100-full-box-lenovo-thinkbook-14-g2-itl-20vd004bvn-intel-core-i5.html,lenovo thinkbook 14 g2 itl 20vd004bvn,15790000, Bền bỉ chắc chắn ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_299,thinkbook chip đời 11 hiệu_năng đồ_họa mạnh_mẽ đáp_ứng mọi nhu_cầu thiết_kế đồ_họa 2d edit video chỉnh_sửa ảnh game nhẹ
