,Unnamed: 0,Unnamed: 0.1,Name_lap,Url,Name_clean,Price,Summary,CPU,RAM,Hardware,Card,Screen,lap_top_id,First_label
10,10,10,[Mới 100% Full Box] Laptop Asus Vivobook A14 A415EA-EB358T - Intel Core i3,moi-100-full-box-laptop-asus-vivobook-a14-a415ea-eb358t-intel-core-i3/p5960.html,asus vivobook a14 a415ea,12490000,Chip Intel đời 11 Màn hình Full HD IPS Bảo hành 24 tháng chính hãng Asus ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,14 Inch Full HD,laptop_10,văn_phòng mỏng nhẹ thời_trang
11,11,11,[Mới 100% Full Box] Laptop Lenovo IdeaPad 3 15ADA05 81W100GUVN - AMD Ryzen 3,moi-100-full-box-laptop-lenovo-ideapad-3-15ada05-81w100guvn-amd-ryzen-3/p5807.html,lenovo ideapad 3 15ada05 81w100guvn,9190000,Màn hình 15 6 Inch Full HD Bảo hành 24 tháng chính hãng Lenovo ,AMD Ryzen 3 3250U,RAM 4GB DDR4,SSD 256GB NVMe,Card AMD Vega 3,15.6 Inch Full HD,laptop_11,văn_phòng giá rẻ
12,12,12,[Mới 100% Full Box] Laptop Asus X515JA-EJ605T - Intel Core i5,moi-100-full-box-laptop-asus-x515ja-ej605t-intel-core-i5.html,asus x515ja,14890000,Chip i5 đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1035G1,RAM 8GB DDR4 (4GB sẵn + (*)4GB quà tặng),SSD 512GB NVMe,Card Intel UHD 620,15.6 Inch Full HD,laptop_12,văn_phòng thời_trang
13,13,13,[Mới 100% Full Box] Laptop Dell Vostro 3405 V4R53500U001W - AMD Ryzen 5,moi-100-full-box-laptop-dell-vostro-3405-v4r53500u001w-amd-ryzen-5/p5824.html,dell vostro 3405 v4r53500u001w,11990000,Màn hình Full HD Chip Card AMD đa nhiệm cực khỏe Bảo hành 12 tháng chính hãng Dell ,AMD Ryzen 5 3500U,RAM 4GB DDR4,SSD 256GB NVMe,Card AMD Radeon Vega 8,14 Inch Full HD,laptop_13,văn_phòng giá rẻ
14,14,14,[Mới 100% Full box] Laptop Acer Aspire 3 A315-23-R0ML - AMD Ryzen 3,moi-100-full-box-laptop-acer-aspire-3-a315-23-r0ml-amd-ryzen-3/p5280.html,acer aspire 3 a315,10490000,Bảo hành chính hãng Acer Việt Nam ,AMD Ryzen 3 3250U,RAM 4GB DDR4,SSD 512GB NVMe,Card AMD Vega 3,15.6 Inch Full HD,laptop_14,văn_phòng giá rẻ
15,15,15,[Mới 100% Full Box] Laptop Dell Vostro 3590 GRMGK2 - Intel Core i7,moi-100-full-box-laptop-dell-vostro-3590-grmgk2-intel-core-i7/p4986.html,dell vostro 3590 grmgk2,15000000,Bảo hành tận nhà 12 tháng ,Intel Core i7 10510U,RAM 8GB,SSD NVMe 256GB,AMD Radeon 610 2GB,15.6 Inch Full HD,laptop_15,bền_bỉ có card rời
16,16,16,[Mới 100% Full Box] Laptop Asus Vivobook A14 A415EA-EB360T - Intel Core i5,moi-100-full-box-laptop-asus-vivobook-a14-a415ea-eb360t-intel-core-i5/p5879.html,asus vivobook a14 a415ea,16890000,Chip Intel đời 11 Màn hình full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris® Xe Graphics,14 Inch Full HD,laptop_16,thời_trang mỏng nhẹ
17,17,17,[Mới 100% Full Box] Laptop Asus Vivobook A15 A515EA-BQ489T/BQ491T/BQ490T - Intel Core i3,moi-100-full-box-laptop-asus-vivobook-a15-a515ea-bq489tbq491tbq490t-intel-core-i3/p5885.html,asus vivobook a15 a515ea,10000000,,Other,Other,Other,Other,Other,laptop_17,other
18,18,18,[Mới 100% Full Box] Laptop Asus Vivobook A15 A515EA-BQ498T - Intel Core i5,moi-100-full-box-laptop-asus-vivobook-a15-a515ea-bq498t-intel-core-i5/p5880.html,asus vivobook a15 a515ea,16990000,Màn hình 15 6 Inch full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel Iris Xe Graphics,15.6 Inch Full HD,laptop_18,chip intel i5 đời 11
19,19,19,Laptop cũ Dell Latitude E7270 - Intel Core i5,laptop-dell-latitude-e7270-core-i5-6300u-ram-8gb-ssd-250gb-hd-graphics-520-fhd-keyboard-led-125-inch-bao-hanh-1-nam/p3823.html,cũ dell latitude e7270,8900000, Mỏng nhẹ đẹp bỏ vừa cốp xe  cấu hình cao làm tốt văn phòng lập trình laptop Dell siêu bền  ,Intel Core i5 6200U,8GB DDR4,SSD 240GB,Intel HD 520,12.5 Inch HD,laptop_19,nhỏ gọn tiện_lợi
20,20,20,Laptop Cũ Dell Latitude 7370 - Intel Core M5,laptop-cu-dell-latitude-7370-intel-core-m5/p4849.html,cũ dell latitude 7370,12500000, Cao cấp sang trọng nhỏ gọn tiện di chuyển  Laptop Dell siêu bền giá cực tốt ,Intel Core m5 6Y57,8GB DDR3,SSD 240GB,Intel HD Graphics 515,13.3 Inch 3K,laptop_20,siêu mỏng nhẹ màn 3k nét chân_thực
21,21,21,Laptop Cũ Dell Latitude E5470 - Intel Core i5,laptop-dell-latitude-e5470/p3974.html,cũ dell latitude e5470,9000000, Làm tốt Code các công việc văn phòng cần xử lý nhiều    ,Intel Core i5 6200U,8GB,SSD 240GB,Intel HD 520,14 Inch HD,laptop_21,mỏng nhẹ bền_bỉ cấu_hình cao với cpu đời 6
22,22,22,Laptop Cũ Dell Latitude E7450 - Intel Core i5,laptop-cu-dell-latitude-e7450-core-i5-5300u-ram-8gb-ssd-256gb-intel-hd-graphics-5500-14-fhd-bao-hanh-1-nam/p2559.html,cũ dell latitude e7450,8300000, Chip đời 5 sẵn SSD tốc độ cao  Sang Bền bảo hành 12 tháng ,Intel Core i5 - 5200U,4GB DDR3,SSD 120GB,Intel HD Graphics 5500,14 Inch HD,laptop_22,"thiết_kế doanh_nhân 14 "" gọn_nhẹ sang_trọng"
23,23,23,Laptop cũ HP Elitebook 840 G3 - Intel Core i5 ,laptop-cu-hp-elitebook-840-g3-core-i5/p2542.html,cũ hp elitebook 840 g3,9800000, Cấu hình cao với chip đời 6 RAM 8GB SSD 240 cho khả năng xử lý mạnh mẽ nhiều tác vụ từ đơn giản tới phức tạp ,Intel Core i5 - 6200U,8GB DDR4,SSD 240GB,Card onboard Intel HD 520,14 Inch Full HD,laptop_23,thanh_mảnh sang_trọng như
24,24,24,Laptop cũ Dell Latitude E7240 - Intel Core i5,laptop-cu-dell-latitude-e7240-core-i5-4300u-ram-4gb-ssd-128gb-intel-hd-graphics-4400-125-hd-bao-hanh-1-nam/p2497.html,cũ dell latitude e7240,6400000, Cấu hình quá đủ để đáp ứng mọi nhu cầu làm việc học tập ,Intel Core i5 - 4200U,4GB,SSD 120GB,Intel HD Graphics 4400,12.5 Inch HD,laptop_24,siêu mỏng nhẹ nhỏ gọn sang_trọng chuẩn doanh_nhân
25,25,25,Laptop Cũ Nec VK22TN - Intel Core i5 (thương hiệu Nhật Bản),laptop-cu-nec-vk22tn-intel-core-i5-thuong-hieu-nhat-ban.html,cũ nec vk22tn,7400000, Cấu hình ổn định mượt mà sẵn SSD  Giá siêu hời so với hiệu năng sử dụng ,Intel Core i5 5200U,RAM 4GB LPDDR3,SSD 120GB,Card Intel HD Graphics,13.3 Inch 2K Cảm ứng,laptop_25,nec thương_hiệu nhật bản siêu nhẹ cực bền màn 2k cảm_ứng sáng nét
26,26,26,Laptop Cũ Dell Latitude 7400 - Intel Core i7,laptop-cu-dell-latitude-7400-intel-core-i7/p6082.html,cũ dell latitude 7400,20900000, Mỏng nhẹ sang trọng bền bỉ phù hợp với dân văn phòng giáo viên ,Intel Core i7 8665U,RAM 16GB DDR4,SSD 240GB,Card UHD 620,14 Inch Full HD,laptop_26,cấu_hình cao chip đời 8 ram 16gb sẵn ssd
27,27,27,Laptop cũ Dell Latitude E5450 - Intel Core i5,laptop-dell-latitude-e5450-intel-core-i5-5300uram-4gbssd-120gbintel-hd-graphics-550014-inch-hd/p3952.html,cũ dell latitude e5450,7500000, Cấu hình ổn ngoại hình đẹp đáp ứng mọi nhu cầu làm việc giải trí  Giá tốt nhất thị trường bảo hành dài hạn ,Intel Core i5 - 5200U,4 GB,SSD 120 GB,Intel HD Graphics 5500,14 Inch HD,laptop_27,bền_bỉ thiết_kế gọn_nhẹ
28,28,28,Laptop Cũ Dell Latitude E6440 - Intel Core i5 ,dell-latitude-e6440-core-i5/p2440.html,cũ dell latitude e6440,6900000," Vỏ màu bạc sang trọng màn hình 14"" đủ dùng  Có option card rời  Hiệu năng đáp ứng tốt mọi nhu cầu học tập làm việc ",Intel Core i5 - 4200M,RAM 4GB,SSD 120GB,Card onboard Intel HD 4600,14 Inch HD,laptop_28,siêu bền_bỉ trâu_bò thương_hiệu
29,29,29,Laptop cũ HP Elitebook 850 G1 - Intel Core i5,laptop-cu-hp-elitebook-850-g1-core-i5-4300u-4gb-120gb-amd-radeon-8750m-156-inch-bao-hanh-1-nam/p2431.html,cũ hp elitebook 850 g1,7600000,,Intel Core i5 - 4200U,4 GB,SSD 120 GB,Card onboard Intel HD 4400,15.6 Inch HD,laptop_29,lapotp bền_bỉ cấu_hình ổn_định sẵn ssd tốc_độ cao màn_hình kích_thước lớn đáp ưng mọi nhu_cầu làm_việc giải_trí
30,30,30,Laptop Cũ Dell Latitude 7490 - Intel Core i5,laptop-cu-dell-latitude-7490-intel-core-i5/p4671.html,cũ dell latitude 7490,14600000,Cấu hình cao chip đời 8 RAM SSD lớn xử lý mượt các công việc phức tạp code lập trình đồ họa 2D Pts   nâng cấp tốt Giá tốt nhất thị trường ,Intel Core i5 7200U,8GB DDR4,SSD 240GB,Intel UHD 620,14 Inch Full HD,laptop_30,xách tay cao_cấp mỏng nhẹ siêu bền
31,31,31,Laptop cũ HP Probook 650 G1 - Intel Core i5 ,laptop-hp-probook-650-g1-intel-core-i5/p3961.html,cũ hp probook 650 g1,7200000, Chip M khỏe sẵn SSD màn 15 inch thuận tiện làm việc  Bảo hành 12 tháng ,Intel Core i5 - 4200M,4 GB,SSD 120GB,Card onboard Intel HD Graphics 4600,15.6 Inch HD,laptop_31,siêu bền
32,32,32,Laptop Dell Latitude 6430u ultrabook - Intel Core i5,laptop-cu-dell-latitude-6430u-ultrabook/p2386.html,dell latitude 6430u ultrabook,6800000, sẵn SSD ,Intel Core i5 3427u,RAM 4GB DDR3,SSD 120GB,Card Intel HD 4000,14 inch HD,laptop_32,giá siêu rẻ siêu bền_bỉ
33,33,33,Laptop Cũ Dell Latitude E5540 - Intel Core i3,laptop-cu-dell-latitude-e5540-intel-core-i3/p5724.html,cũ dell latitude e5540,5990000, Cấu hình vừa đủ để sử dụng văn phòng mượt mà  Màn lớn 15 6 inch giá rẻ ,Intel Core i3 - 4010u,RAM 4GB DDR3,SSD 120GB,Card Intel HD Graphics 4400,15.6 Inch HD,laptop_33,bền_bỉ ổn_định
34,34,34,Laptop Cũ Dell Latitude E5440 Intel Core i5,laptop-dell-latitude-e5440-cu/p2535.html,cũ dell latitude e5440 intel core i,6800000, Cấu hình ổn có 2 option card on / card rời mạnh mẽ hỗ trợ chơi game mượt mà  ,Intel Core i5 - 4200U,RAM 4GB,SSD 120GB,Card onboard Intel HD 4400,14 Inch HD,laptop_34,văn_phòng 14 inch bền_bỉ chắc_chắn
35,35,35,Laptop cũ Dell Latitude E7440 - Intel Core i5,laptop-cu-dell-e7440-core-i5-4300u-ram-4gb-ssd-120gb-intel-hd-graphics-4400-14-hd-bao-hanh-1-nam/p2484.html,cũ dell latitude e7440,7500000,,Intel Core i5 - 4200U,4GB DDR3,SSD 120GB,Intel HD Graphics 4400,14 Inch HD,laptop_35,
36,36,36,Laptop cũ Dell Latitude E6540  - Intel Core i7,dell-latitude-e6540/p2456.html,cũ dell latitude e6540,10000000,,Other,Other,Other,Other,Other,laptop_36,other
37,37,37,Laptop Cũ Dell Latitude 3540 - Intel Core i3 ,laptop-cu-dell-latitude-3540-core-i3-4010u-4gb-500gb-intel-hd-graphics-4400-156-inch/p660.html,cũ dell latitude 3540,5990000, Màn hình lớn 15 6 inch thuận tiện cho các tác vụ kế toán học tập giải trí ,Intel Core i3 4005u,RAM 4GB DDR3,SSD 120GB,Card Intel HD 4000,15.6 inch HD,laptop_37,bền_bỉ mạnh_mẽ cấu_hình ổn đủ làm mọi tác vụ văn_phòng
38,38,38,Laptop cũ Dell Latitude 7480 - Intel Core i7,laptop-cu-dell-latitude-e7480-intel-core-i7/p4572.html,cũ dell latitude 7480,13600000, Bảo hành 12 tháng  ,Intel Core i7 6600U,RAM 8GB,SSD 240GB,Intel HD Graphics,14 Inch Full HD,laptop_38,văn_phòng cao_cấp
39,39,39,Laptop Cũ Dell Latitude E7450 - Intel Core i7,laptop-cu-dell-latitude-e7450-core-i7-5600u-ram-8gb-ssd-256gb-intel-hd-graphics-5500-14-fhd-bao-hanh-1-nam/p3970.html,cũ dell latitude e7450,9300000, Core i7 sẵn SSD tốc độ cao  Sang Bền bảo hành 12 tháng ,Intel Core i7 - 5600U,4GB DDR3,SSD 120GB,Intel HD Graphics 5500,14 Inch HD,laptop_39,"thiết_kế doanh_nhân 14 "" gọn_nhẹ sang_trọng"
40,40,40,Laptop Cũ Dell Inspiron 7537 - Intel Core i5,laptop-cu-dell-inspiron-7537-intel-core-i5.html,cũ dell inspiron 7537,8900000,,Intel Core i5 4200U,RAM 4GB DDR3,SSD 120GB,Card rời GT750M,15.6 Inch HD,laptop_40,văn_phòng mỏng nhẹ sang_trọng
41,41,41,Laptop Cũ Lenovo Thinkpad T440p - Intel Core i5,laptop-cu-lenovo-thinkpad-t440p-intel-core-i5.html,cũ lenovo thinkpad t440p,7500000,,Intel Core i5 4200M,RAM 4GB DDR3,SSD 120GB,Card Intel HD 4000,14 Inch HD,laptop_41,văn_phòng giá rẻ siêu bền cấu_hình ổn_định
42,42,42,[Mới 100% Full Box] Laptop Asus ExpertBook P2451FA-EK1622 - Intel Core i7,moi-100-full-box-laptop-asus-expertbook-p2451fa-ek1622-intel-core-i7.html,asus expertbook p2451fa,19990000,Chip i7 đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i7 10510U,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel UHD Graphics,14 Inch Full HD,laptop_42,doanh_nhân mỏng nhẹ bền_bỉ
43,43,43,[Mới 100% Full Box] Laptop Asus ExpertBook P2451FA-EK1621 - Intel Core i5,moi-100-full-box-laptop-asus-expertbook-p2451fa-ek1621-intel-core-i5.html,asus expertbook p2451fa,16490000,Chip i5 đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 10210U,RAM 8GB DDR4,SSD 256GB NVMe + HDD 1TB,Card Intel UHD Graphics,14 Inch Full HD,laptop_43,doanh_nhân mỏng nhẹ bền_bỉ
44,44,44,[Mới 100% Full Box] Laptop Asus ExpertBook P2451FA-EK1620T - Intel Core i5,moi-100-full-box-laptop-asus-expertbook-p2451fa-ek1620t-intel-core-i5.html,asus expertbook p2451fa,16790000,Chip i5 đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 10210U,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel UHD Graphics,14 Inch Full HD,laptop_44,doanh_nhân mỏng nhẹ bền_bỉ
45,45,45,[Mới 100% Full Box] Laptop Asus ExpertBook P2451FA-EK1620 - Intel Core i5,moi-100-full-box-laptop-asus-expertbook-p2451fa-ek1620-intel-core-i5.html,asus expertbook p2451fa,15990000,Chip i5 đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 10210U,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel UHD Graphics,14 Inch Full HD,laptop_45,doanh_nhân mỏng nhẹ bền_bỉ
46,46,46,[Mới 100% Full Box] Laptop Asus X515EP-EJ006T - Intel Core i5,moi-100-full-box-laptop-asus-x515ep-ej006t-intel-core-i5.html,asus x515ep,16990000,Chip i5 đời 11 Card rời Geforce MX330 2GB Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_46,văn_phòng mỏng nhẹ cấu_hình cao
47,47,47,[Mới 100% Full Box] Laptop Asus X515EA-EJ062T - Intel Core i3,moi-100-full-box-laptop-asus-x515ea-ej062t-intel-core-i3.html,asus x515ea,11590000,Chip Intel đời 11 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 512GB NVMe,Card Intel HD 620,15.6 Inch Full HD,laptop_47,văn_phòng thời_trang mỏng nhẹ
48,48,48,[Mới 100% Full Box] Laptop HP Pavilion 15-eg0007TX 2D9D5PA - Intel Core i7,moi-100-full-box-laptop-hp-pavilion-15-eg0007tx-2d9d5pa-intel-core-i7.html,hp pavilion 15,22490000,Chip i7 đời 11 card rời Geforce MX450 2GB Bảo hành 12 tháng chính hãng HP ,Intel Core i7 1165G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX450 2GB,15.6 Inch Full HD,laptop_48,văn_phòng sang_trọng cấu_hình cao
49,49,49,[Mới 100% Full Box] Laptop HP Pavilion 15-eg0006TX 2D9C9PA - Intel Core i5,moi-100-full-box-laptop-hp-pavilion-15-eg0006tx-2d9c9pa-intel-core-i5.html,hp pavilion 15,18490000,Chip i5 đời 11 card rời Geforce MX450 2GB Bảo hành 12 tháng chính hãng HP ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX450 2GB,15.6 Inch Full HD,laptop_49,văn_phòng sang_trọng cấu_hình cao
50,50,50,[Mới 100% Full Box] Laptop HP Pavilion 15-eg0003TX 2D9C5PA - Intel Core i5,moi-100-full-box-laptop-hp-pavilion-15-eg0003tx-2d9c5pa-intel-core-i5.html,hp pavilion 15,16990000,Chip i5 đời 11 card rời Geforce MX450 2GB Bảo hành 12 tháng chính hãng HP ,Intel Core i5 1135G7,RAM 4GB DDR4,SSD 256GB NVMe,Card rời Geforce MX450 2GB,15.6 Inch Full HD,laptop_50,văn_phòng sang_trọng cấu_hình cao
51,51,51,[Mới 100% Full Box] Laptop HP Pavilion 15-eg0070TU 2L9H3PA - Intel Core i5,moi-100-full-box-laptop-hp-pavilion-15-eg0070tu-2l9h3pa-intel-core-i5.html,hp pavilion 15,17290000,Chip i5 đời 11 Màn hình Full HD IPS Bảo hành 12 tháng chính hãng HP ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,15.6 Inch Full HD,laptop_51,văn_phòng sang_trọng cấu_hình tốt
52,52,52,[Mới 99% Refurbished] Laptop Lenovo Ideapad S340 81UM001XUS - Intel Core i5,moi-99-refurbished-laptop-lenovo-ideapad-s340-81um001xus-intel-core-i5.html,lenovo ideapad s340 81um001xus,12990000,Chip i5 đời 10 màn hình Full HD Bảo hành 12 tháng ,Intel Core i5 10210U,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,13.3 Inch Full HD,laptop_52,văn_phòng nhỏ gọn giá tốt
53,53,53,[Mới 100% Full Box] Laptop Asus X515EP-EJ010T - Intel Core i7,moi-100-full-box-laptop-asus-x515ep-ej010t-intel-core-i7.html,asus x515ep,18990000,Chip i7 đời 11 Card rời Geforce MX330 2GB Bảo hành 24 tháng chính hãng Asus ,Intel Core i7 1165G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_53,văn_phòng mỏng nhẹ cấu_hình cao
54,54,54,[Mới 100% Full Box] Laptop Asus X515EA-EJ058T - Intel Core i5,moi-100-full-box-laptop-asus-x515ea-ej058t-intel-core-i5.html,asus x515ea,16290000,Chip i5 đời 11 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,15.6 Inch Full HD,laptop_54,văn_phòng thời_trang mỏng nhẹ
55,55,55,[Mới 100% Full Box] Laptop Asus X415EA-EK035T / EK034T - Intel Core i5,moi-100-full-box-laptop-asus-x415ea-ek035t-intel-core-i5.html,asus x415ea,14990000,Chip i5 đời 11 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1135G7,RAM 4GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_55,văn_phòng mỏng nhẹ thời_trang
56,56,56,[Mới 100% Full Box] Laptop Asus X415JA-EK338T - Intel Core i5,moi-100-full-box-laptop-asus-x415ja-ek338t-intel-core-i5.html,asus x415ja,14490000,Chip i5 đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1035G4,RAM 4GB DDR4,SSD 512GB NVMe,Card Intel HD 620,14 Inch Full HD,laptop_56,văn_phòng mỏng nhẹ thời_trang
57,57,57,[Mới 100% Full Box] Laptop Asus X415EA-EK048T / EK047T - Intel Core i3,moi-100-full-box-laptop-asus-x415ea-ek048t-intel-core-i3.html,asus x415ea,10990000,Chip Intel đời 11 màn hình Full HD Bảo hành 24 tháng chính hãng Asus 047T - màu bạc 048T - màu xám ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel HD 620,14 Inch Full HD,laptop_57,văn_phòng mỏng nhẹ giá rẻ
58,58,58,[Mới 100% Full Box] Laptop Asus X415JA-EK311T - Intel Core i3,moi-100-full-box-laptop-asus-x415ja-ek311t-intel-core-i3.html,asus x415ja,10590000,Chip Intel đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i3 1005G1,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,14 Inch Full HD,laptop_58,văn_phòng mỏng nhẹ giá rẻ
59,59,59,[Mới 100% Full Box] Laptop Asus TM420UA-EC021T - AMD Ryzen 3,moi-100-full-box-laptop-asus-tm420ua-ec021t-amd-ryzen-3.html,asus tm420ua,13990000,Màn hình cảm ứng xoay gập 360 độ Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 3 5300U,RAM 4GB DDR4,SSD 256GB NVMe,Card AMD Vega 6,14 Inch Full HD Cảm ứng,laptop_59,2 trong 1 giá tốt
60,60,60,[Mới 100% Full Box] Laptop Asus TP470EA-EC027T - Intel Core i3,moi-100-full-box-laptop-asus-tp470ea-ec027t-intel-core-i3.html,asus tp470ea,14490000,Màn hình cảm ứng xoay gập 360 độ Bảo hành 24 tháng chính hãng Asus ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel HD 620,14 Inch Full HD Cảm ứng,laptop_60,2 trong 1 giá tốt
61,61,61,[Mới 100% Full Box] Laptop Asus M513UA-EJ033T - AMD Ryzen 7,moi-100-full-box-laptop-asus-m513ua-ej033t-amd-ryzen-7.html,asus m513ua,18290000,Chip Ryzen 7 đời 5 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 7 5700U,RAM 8GB DDR4,SSD 512GB NVMe,Card AMD Vega 8,15.6 Inch Full HD,laptop_61,văn_phòng thời_trang vỏ kim_loại
62,62,62,[Mới 100% Full Box] Laptop Asus M513UA-EJ032T - AMD Ryzen 5,moi-100-full-box-laptop-asus-m513ua-ej032t-amd-ryzen-5.html,asus m513ua,16290000,Chip Ryzen 5 đời 5 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 5 5500U,RAM 8GB DDR4,SSD 512GB NVMe,Card AMD Vega 7,15.6 Inch Full HD,laptop_62,văn_phòng thời_trang vỏ kim_loại
63,63,63,[Mới 100% Full Box] Laptop Asus D515UA-EJ082T - AMD Ryzen 7,moi-100-full-box-laptop-asus-d515ua-ej082t-amd-ryzen-7.html,asus d515ua,16590000,Chip Ryzen 7 đời 5 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 7 5700U,RAM 8GB DDR4,SSD 512GB NVMe,Card AMD Vega 8,15.6 Inch Full HD,laptop_63,văn_phòng mỏng nhẹ
64,64,64,[Mới 100% Full Box] Laptop Asus D515UA-EJ045T - AMD Ryzen 5,moi-100-full-box-laptop-asus-d515ua-ej045t-amd-ryzen-5.html,asus d515ua,13790000,Chip Ryzen 5 đời 5 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 5 5500U,RAM 4GB DDR4,SSD 512GB NVMe,Card AMD Vega 7,15.6 Inch Full HD,laptop_64,văn_phòng mỏng nhẹ
65,65,65,[Mới 100% Full Box] Laptop Acer Aspire 3 A315-56-502X - Intel Core i5,moi-100-full-box-laptop-acer-aspire-3-a315-56-502x-intel-core-i5.html,acer aspire 3 a315,12690000,Chip i5 đời 10 màn hình Full HD Bảo hành 12 tháng chính hãng Acer ,Intel Core i5 1035G1,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel HD 620,15.6 Inch Full HD,laptop_65,văn_phòng mỏng nhẹ giá rẻ
66,66,66,[Mới 100% Full Box] Laptop Lenovo IdeaPad 5 15ARE05 81YQ00JEVN - AMD Ryzen 5,moi-100-full-box-laptop-lenovo-ideapad-5-15are05-81yq00jevn-amd-ryzen-5.html,lenovo ideapad 5 15are05 81yq00jevn,15290000,Chip Ryzen 5 đời 4 màn hình Full HD Bảo hành 24 tháng chính hãng Lenovo ,AMD Ryzen 5 4600U,RAM 8GB DDR4,SSD 512GB NVMe,Card AMD Vega 6,15.6 Inch Full HD,laptop_66,văn_phòng cấu_hình tốt
67,67,67,Laptop Cũ Toshiba Dynabook R734 - Intel Celeron,laptop-cu-toshiba-dynabook-r734-intel-celeron.html,cũ toshiba dynabook r734,4300000, Siêu Bền siêu Mượt giá rẻ nhất ,Intel Celeron,RAM 4GB DDR3,SSD 120GB,Card Intel HD Graphics,13.3 inch HD,laptop_67,văn_phòng giá rẻ
68,68,68,[Mới 100% Full Box] Laptop Dell Inspiron N5502A - Intel Core i7,moi-100-full-box-laptop-dell-inspiron-n5502a-intel-core-i7.html,dell inspiron n5502a,24390000,Card rời Geforce MX330 2GB màn hình Full HD Bảo hành 12 tháng chính hãng Dell ,Intel Core i7 1165G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX330 2GB,15.6 Inch Full HD,laptop_68,văn_phòng cấu_hình cao
69,69,69,[Mới 100% Full Box] Laptop Asus M513IA-EJ282T - AMD Ryzen 5,moi-100-full-box-laptop-asus-m513ia-ej282t-amd-ryzen-5.html,asus m513ia,15790000,Chip ryzen 5 4500U màn hình Full HD IPS Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 5 4500U,RAM 8GB DDR4,SSD 512GB NVMe,Card AMD Vega 6,15.6 Inch Full HD,laptop_69,thời_trang mỏng nhẹ vỏ kim_loại
70,70,70,[Mới 100% Full Box] Laptop Dell Vostro 3400 V4I7015W - Intel Core i7,moi-100-full-box-laptop-dell-vostro-3400-v4i7015w-intel-core-i7.html,dell vostro 3400 v4i7015w,20890000,Chip i7 đời 11 card rời Geforce MX330 2GB Bảo hành 12 tháng chính hãng Dell ,Intel Core i7 1165G7,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX330 2GB,14 Inch Full HD,laptop_70,văn_phòng cấu_hình cao
